search_text,document_id,document_type,trade,certification_group,importance,selection_rule,certification_name,ncs_code,review_status,source_file
타일석공시공 - 석재시공 작업 준비 타일석공시공 지원자에게 관련된 NCS 능력단위는 석재시공 작업 준비이다. NCS 코드는 1403021704_19v3이고 세분류는 석재시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403021704_19v3,능력요건-00051,NCS 능력 요구사항,타일석공시공,,,,,1403021704_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 석재시공 청소 보양 타일석공시공 지원자에게 관련된 NCS 능력단위는 석재시공 청소 보양이다. NCS 코드는 1403021708_19v3이고 세분류는 석재시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403021708_19v3,능력요건-00052,NCS 능력 요구사항,타일석공시공,,,,,1403021708_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 석재시공 현장안전 타일석공시공 지원자에게 관련된 NCS 능력단위는 석재시공 현장안전이다. NCS 코드는 1403021702_19v3이고 세분류는 석재시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403021702_19v3,능력요건-00053,NCS 능력 요구사항,타일석공시공,,,,,1403021702_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 석재 가공 타일석공시공 지원자에게 관련된 NCS 능력단위는 석재 가공이다. NCS 코드는 1402021104_14v2이고 세분류는 석축이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1402021104_14v2,능력요건-00054,NCS 능력 요구사항,타일석공시공,,,,,1402021104_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 바닥 타일붙임 타일석공시공 지원자에게 관련된 NCS 능력단위는 바닥 타일붙임이다. NCS 코드는 1403020411_19v3이고 세분류는 타일시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403020411_19v3,능력요건-00055,NCS 능력 요구사항,타일석공시공,,,,,1403020411_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 벽 타일붙임 타일석공시공 지원자에게 관련된 NCS 능력단위는 벽 타일붙임이다. NCS 코드는 1403020410_19v3이고 세분류는 타일시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403020410_19v3,능력요건-00056,NCS 능력 요구사항,타일석공시공,,,,,1403020410_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 타일시공 검사 보수 타일석공시공 지원자에게 관련된 NCS 능력단위는 타일시공 검사 보수이다. NCS 코드는 1403020408_19v3이고 세분류는 타일시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403020408_19v3,능력요건-00057,NCS 능력 요구사항,타일석공시공,,,,,1403020408_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 타일시공 계획수립 타일석공시공 지원자에게 관련된 NCS 능력단위는 타일시공 계획수립이다. NCS 코드는 1403020403_19v3이고 세분류는 타일시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403020403_19v3,능력요건-00058,NCS 능력 요구사항,타일석공시공,,,,,1403020403_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 타일시공 도면파악 타일석공시공 지원자에게 관련된 NCS 능력단위는 타일시공 도면파악이다. NCS 코드는 1403020401_19v3이고 세분류는 타일시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403020401_19v3,능력요건-00059,NCS 능력 요구사항,타일석공시공,,,,,1403020401_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 타일시공 바탕면 준비 타일석공시공 지원자에게 관련된 NCS 능력단위는 타일시공 바탕면 준비이다. NCS 코드는 1403020405_19v3이고 세분류는 타일시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403020405_19v3,능력요건-00060,NCS 능력 요구사항,타일석공시공,,,,,1403020405_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 타일시공 작업 준비 타일석공시공 지원자에게 관련된 NCS 능력단위는 타일시공 작업 준비이다. NCS 코드는 1403020404_19v3이고 세분류는 타일시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403020404_19v3,능력요건-00061,NCS 능력 요구사항,타일석공시공,,,,,1403020404_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 타일시공 청소 보양 타일석공시공 지원자에게 관련된 NCS 능력단위는 타일시공 청소 보양이다. NCS 코드는 1403020409_19v3이고 세분류는 타일시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403020409_19v3,능력요건-00062,NCS 능력 요구사항,타일석공시공,,,,,1403020409_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
타일석공시공 - 타일시공 현장안전 타일석공시공 지원자에게 관련된 NCS 능력단위는 타일시공 현장안전이다. NCS 코드는 1403020402_19v3이고 세분류는 타일시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 타일석공시공 NCS 코드 1403020402_19v3,능력요건-00063,NCS 능력 요구사항,타일석공시공,,,,,1403020402_19v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
"도장시공 자격·능력 요구사항 지원 직종은 도장시공이다. 관련 NCS 능력단위는 16개다. 건축도장 직접 자격(핵심, 하나 이상): 건축도장기능사. 건축시공 관련 상위 자격(추천, 하나 이상): 건축일반시공산업기사, 건축산업기사, 건축기사. 자격 그룹은 직종 관련성 기준이며 법적 필수 여부는 별도 확인한다. 검토 상태는 사람 검토 전 자동 추천이다. 직종 도장시공",직종요건-06,직종 자격·능력 요약,도장시공,,,,,,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 도장작업 도장시공 지원자에게 관련된 NCS 능력단위는 도장작업이다. NCS 코드는 1407060122_16v2이고 세분류는 건설기계정비이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1407060122_16v2,능력요건-00064,NCS 능력 요구사항,도장시공,,,,,1407060122_16v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 건축도장시공 검사 도장시공 지원자에게 관련된 NCS 능력단위는 건축도장시공 검사이다. NCS 코드는 1403020513_14v2이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020513_14v2,능력요건-00065,NCS 능력 요구사항,도장시공,,,,,1403020513_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 건축도장시공 계획수립 도장시공 지원자에게 관련된 NCS 능력단위는 건축도장시공 계획수립이다. NCS 코드는 1403020516_16v3이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020516_16v3,능력요건-00066,NCS 능력 요구사항,도장시공,,,,,1403020516_16v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 건축도장시공 도면파악 도장시공 지원자에게 관련된 NCS 능력단위는 건축도장시공 도면파악이다. NCS 코드는 1403020501_14v2이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020501_14v2,능력요건-00067,NCS 능력 요구사항,도장시공,,,,,1403020501_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 건축도장시공 보수 도장시공 지원자에게 관련된 NCS 능력단위는 건축도장시공 보수이다. NCS 코드는 1403020514_16v3이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020514_16v3,능력요건-00068,NCS 능력 요구사항,도장시공,,,,,1403020514_16v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 건축도장시공 현장안전 도장시공 지원자에게 관련된 NCS 능력단위는 건축도장시공 현장안전이다. NCS 코드는 1403020502_14v2이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020502_14v2,능력요건-00069,NCS 능력 요구사항,도장시공,,,,,1403020502_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 건축도장시공설계도서검토 도장시공 지원자에게 관련된 NCS 능력단위는 건축도장시공설계도서검토이다. NCS 코드는 1403020515_16v3이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020515_16v3,능력요건-00070,NCS 능력 요구사항,도장시공,,,,,1403020515_16v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 도포면 바탕 처리 도장시공 지원자에게 관련된 NCS 능력단위는 도포면 바탕 처리이다. NCS 코드는 1403020504_16v3이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020504_16v3,능력요건-00071,NCS 능력 요구사항,도장시공,,,,,1403020504_16v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 목부 래커 도장 도장시공 지원자에게 관련된 NCS 능력단위는 목부 래커 도장이다. NCS 코드는 1403020509_14v2이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020509_14v2,능력요건-00072,NCS 능력 요구사항,도장시공,,,,,1403020509_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 목부 유성페인트 도장 도장시공 지원자에게 관련된 NCS 능력단위는 목부 유성페인트 도장이다. NCS 코드는 1403020508_14v2이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020508_14v2,능력요건-00073,NCS 능력 요구사항,도장시공,,,,,1403020508_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 석고보드면 도장 도장시공 지원자에게 관련된 NCS 능력단위는 석고보드면 도장이다. NCS 코드는 1403020512_16v3이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020512_16v3,능력요건-00074,NCS 능력 요구사항,도장시공,,,,,1403020512_16v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 철부 래커 에나멜페인트 도장 도장시공 지원자에게 관련된 NCS 능력단위는 철부 래커 에나멜페인트 도장이다. NCS 코드는 1403020511_14v2이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020511_14v2,능력요건-00075,NCS 능력 요구사항,도장시공,,,,,1403020511_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 철부 유성페인트 도장 도장시공 지원자에게 관련된 NCS 능력단위는 철부 유성페인트 도장이다. NCS 코드는 1403020510_14v2이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020510_14v2,능력요건-00076,NCS 능력 요구사항,도장시공,,,,,1403020510_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 콘크리트 우레탄 에폭시 도장 도장시공 지원자에게 관련된 NCS 능력단위는 콘크리트 우레탄 에폭시 도장이다. NCS 코드는 1403020507_16v3이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020507_16v3,능력요건-00077,NCS 능력 요구사항,도장시공,,,,,1403020507_16v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 콘크리트면 무늬코트 본타일 도장 도장시공 지원자에게 관련된 NCS 능력단위는 콘크리트면 무늬코트 본타일 도장이다. NCS 코드는 1403020506_16v3이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020506_16v3,능력요건-00078,NCS 능력 요구사항,도장시공,,,,,1403020506_16v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
도장시공 - 콘크리트면 수성페인트 도장 도장시공 지원자에게 관련된 NCS 능력단위는 콘크리트면 수성페인트 도장이다. NCS 코드는 1403020505_14v2이고 세분류는 건축도장시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 도장시공 NCS 코드 1403020505_14v2,능력요건-00079,NCS 능력 요구사항,도장시공,,,,,1403020505_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
"비계시공 자격·능력 요구사항 지원 직종은 비계시공이다. 관련 NCS 능력단위는 8개다. 비계 직접 자격(핵심, 하나 이상): 비계기능사. 건설·산업안전 관련 자격(안전 관련, 하나 이상): 건설안전산업기사, 건설안전기사, 산업안전산업기사, 산업안전기사. 자격 그룹은 직종 관련성 기준이며 법적 필수 여부는 별도 확인한다. 검토 상태는 사람 검토 전 자동 추천이다. 직종 비계시공",직종요건-07,직종 자격·능력 요약,비계시공,,,,,,사람 검토 전 자동 추천,RAG_검색문서.jsonl
비계시공 - 거푸집 동바리 검사 점검 비계시공 지원자에게 관련된 NCS 능력단위는 거푸집 동바리 검사 점검이다. NCS 코드는 1403020810_20v3이고 세분류는 가설시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 비계시공 NCS 코드 1403020810_20v3,능력요건-00080,NCS 능력 요구사항,비계시공,,,,,1403020810_20v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
비계시공 - 거푸집 동바리 설치 비계시공 지원자에게 관련된 NCS 능력단위는 거푸집 동바리 설치이다. NCS 코드는 1403020809_14v2이고 세분류는 가설시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 비계시공 NCS 코드 1403020809_14v2,능력요건-00081,NCS 능력 요구사항,비계시공,,,,,1403020809_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
비계시공 - 거푸집 동바리 시공계획 수립 비계시공 지원자에게 관련된 NCS 능력단위는 거푸집 동바리 시공계획 수립이다. NCS 코드는 1403020808_14v2이고 세분류는 가설시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 비계시공 NCS 코드 1403020808_14v2,능력요건-00082,NCS 능력 요구사항,비계시공,,,,,1403020808_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
비계시공 - 거푸집 동바리 해체 정리 비계시공 지원자에게 관련된 NCS 능력단위는 거푸집 동바리 해체 정리이다. NCS 코드는 1403020811_14v2이고 세분류는 가설시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 비계시공 NCS 코드 1403020811_14v2,능력요건-00083,NCS 능력 요구사항,비계시공,,,,,1403020811_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
비계시공 - 비계 설치 비계시공 지원자에게 관련된 NCS 능력단위는 비계 설치이다. NCS 코드는 1403020805_14v2이고 세분류는 가설시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 비계시공 NCS 코드 1403020805_14v2,능력요건-00084,NCS 능력 요구사항,비계시공,,,,,1403020805_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
비계시공 - 비계 시공계획 수립 비계시공 지원자에게 관련된 NCS 능력단위는 비계 시공계획 수립이다. NCS 코드는 1403020804_14v2이고 세분류는 가설시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 비계시공 NCS 코드 1403020804_14v2,능력요건-00085,NCS 능력 요구사항,비계시공,,,,,1403020804_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
비계시공 - 비계 해체 정리 비계시공 지원자에게 관련된 NCS 능력단위는 비계 해체 정리이다. NCS 코드는 1403020807_14v2이고 세분류는 가설시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 비계시공 NCS 코드 1403020807_14v2,능력요건-00086,NCS 능력 요구사항,비계시공,,,,,1403020807_14v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
비계시공 - 가설구조물 설치 비계시공 지원자에게 관련된 NCS 능력단위는 가설구조물 설치이다. NCS 코드는 1402020907_22v3이고 세분류는 철강재시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 비계시공 NCS 코드 1402020907_22v3,능력요건-00087,NCS 능력 요구사항,비계시공,,,,,1402020907_22v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
"배관시공 자격·능력 요구사항 지원 직종은 배관시공이다. 관련 NCS 능력단위는 10개다. 배관 직접 자격(핵심, 하나 이상): 배관기능사, 배관산업기사. 설비 분야 보조 자격(추천, 하나 이상): 공조냉동기계기능사, 공조냉동기계산업기사, 가스기능사, 에너지관리기능사. 자격 그룹은 직종 관련성 기준이며 법적 필수 여부는 별도 확인한다. 검토 상태는 사람 검토 전 자동 추천이다. 직종 배관시공",직종요건-08,직종 자격·능력 요약,배관시공,,,,,,사람 검토 전 자동 추천,RAG_검색문서.jsonl
배관시공 - 배관 도면해독 배관시공 지원자에게 관련된 NCS 능력단위는 배관 도면해독이다. NCS 코드는 1403030502_15v1이고 세분류는 배관시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 배관시공 NCS 코드 1403030502_15v1,능력요건-00088,NCS 능력 요구사항,배관시공,,,,,1403030502_15v1,사람 검토 전 자동 추천,RAG_검색문서.jsonl
배관시공 - 배관 부대장치 시공 배관시공 지원자에게 관련된 NCS 능력단위는 배관 부대장치 시공이다. NCS 코드는 1403030506_21v2이고 세분류는 배관시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 배관시공 NCS 코드 1403030506_21v2,능력요건-00089,NCS 능력 요구사항,배관시공,,,,,1403030506_21v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
배관시공 - 배관 유지보수 배관시공 지원자에게 관련된 NCS 능력단위는 배관 유지보수이다. NCS 코드는 1403030508_21v2이고 세분류는 배관시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 배관시공 NCS 코드 1403030508_21v2,능력요건-00090,NCS 능력 요구사항,배관시공,,,,,1403030508_21v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
배관시공 - 배관 자재(재료)준비 배관시공 지원자에게 관련된 NCS 능력단위는 배관 자재(재료)준비이다. NCS 코드는 1403030503_21v2이고 세분류는 배관시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 배관시공 NCS 코드 1403030503_21v2,능력요건-00091,NCS 능력 요구사항,배관시공,,,,,1403030503_21v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
배관시공 - 배관검사 배관시공 지원자에게 관련된 NCS 능력단위는 배관검사이다. NCS 코드는 1403030507_21v2이고 세분류는 배관시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 배관시공 NCS 코드 1403030507_21v2,능력요건-00092,NCS 능력 요구사항,배관시공,,,,,1403030507_21v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
배관시공 - 배관시공 계획수립 배관시공 지원자에게 관련된 NCS 능력단위는 배관시공 계획수립이다. NCS 코드는 1403030501_21v2이고 세분류는 배관시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 배관시공 NCS 코드 1403030501_21v2,능력요건-00093,NCS 능력 요구사항,배관시공,,,,,1403030501_21v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
배관시공 - 배관시공 안전관리 배관시공 지원자에게 관련된 NCS 능력단위는 배관시공 안전관리이다. NCS 코드는 1403030509_21v2이고 세분류는 배관시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 배관시공 NCS 코드 1403030509_21v2,능력요건-00094,NCS 능력 요구사항,배관시공,,,,,1403030509_21v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
배관시공 - 배관작업 배관시공 지원자에게 관련된 NCS 능력단위는 배관작업이다. NCS 코드는 1403030504_21v2이고 세분류는 배관시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 배관시공 NCS 코드 1403030504_21v2,능력요건-00095,NCS 능력 요구사항,배관시공,,,,,1403030504_21v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
배관시공 - 특수배관 시공 배관시공 지원자에게 관련된 NCS 능력단위는 특수배관 시공이다. NCS 코드는 1403030505_21v2이고 세분류는 배관시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 배관시공 NCS 코드 1403030505_21v2,능력요건-00096,NCS 능력 요구사항,배관시공,,,,,1403030505_21v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
배관시공 - 공정제어배관 시공 배관시공 지원자에게 관련된 NCS 능력단위는 공정제어배관 시공이다. NCS 코드는 1404020307_20v3이고 세분류는 플랜트계측설비시공이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 배관시공 NCS 코드 1404020307_20v3,능력요건-00097,NCS 능력 요구사항,배관시공,,,,,1404020307_20v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
"용접 자격·능력 요구사항 지원 직종은 용접이다. 관련 NCS 능력단위는 46개다. 현장 용접 공정 자격(핵심, 하나 이상): 피복아크용접기능사, 가스텅스텐아크용접기능사, 이산화탄소가스아크용접기능사, 특수용접기능사(구). 용접 상위 자격(추천, 하나 이상): 용접산업기사, 용접기사, 용접기능장, 용접기술사. 현장·발주처별 용접 인증(관련, 하나 이상): ASME용접사, AWS용접사, 선급용접사. 자격 그룹은 직종 관련성 기준이며 법적 필수 여부는 별도 확인한다. 검토 상태는 사람 검토 전 자동 추천이다. 직종 용접",직종요건-09,직종 자격·능력 요약,용접,,,,,,사람 검토 전 자동 추천,RAG_검색문서.jsonl
용접 - CO2용접 가용접 작업 용접 지원자에게 관련된 NCS 능력단위는 CO2용접 가용접 작업이다. NCS 코드는 1601050205_21v4이고 세분류는 CO2용접이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 용접 NCS 코드 1601050205_21v4,능력요건-00098,NCS 능력 요구사항,용접,,,,,1601050205_21v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
용접 - CO2용접 결함부 보수용접 작업 용접 지원자에게 관련된 NCS 능력단위는 CO2용접 결함부 보수용접 작업이다. NCS 코드는 1601050209_21v3이고 세분류는 CO2용접이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 용접 NCS 코드 1601050209_21v3,능력요건-00099,NCS 능력 요구사항,용접,,,,,1601050209_21v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
용접 - CO2용접 도면해독 용접 지원자에게 관련된 NCS 능력단위는 CO2용접 도면해독이다. NCS 코드는 1601050202_21v4이고 세분류는 CO2용접이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 용접 NCS 코드 1601050202_21v4,능력요건-00100,NCS 능력 요구사항,용접,,,,,1601050202_21v4,사람 검토 전 자동 추천,RAG_검색문서.jsonl
용접 - CO2용접 용접부 검사 용접 지원자에게 관련된 NCS 능력단위는 CO2용접 용접부 검사이다. NCS 코드는 1601050208_21v3이고 세분류는 CO2용접이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 용접 NCS 코드 1601050208_21v3,능력요건-00101,NCS 능력 요구사항,용접,,,,,1601050208_21v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
용접 - CO2용접 장비설치 용접 지원자에게 관련된 NCS 능력단위는 CO2용접 장비설치이다. NCS 코드는 1601050204_21v3이고 세분류는 CO2용접이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 용접 NCS 코드 1601050204_21v3,능력요건-00102,NCS 능력 요구사항,용접,,,,,1601050204_21v3,사람 검토 전 자동 추천,RAG_검색문서.jsonl
용접 - CO2용접 재료준비 용접 지원자에게 관련된 NCS 능력단위는 CO2용접 재료준비이다. NCS 코드는 1601050203_21v2이고 세분류는 CO2용접이다. 근거 상태는 자동 추천이다. 지원자의 경험이나 보유 능력에 이 작업이 없으면 부족 능력 후보로 제시한다. 직종 용접 NCS 코드 1601050203_21v2,능력요건-00103,NCS 능력 요구사항,용접,,,,,1601050203_21v2,사람 검토 전 자동 추천,RAG_검색문서.jsonl
